scenario_name,time_slot,solver_name,mean_latency_ms,p95_latency_ms,p99_latency_ms,throughput_mbps,goodput_mbps,packet_loss_rate,fairness_index,queue_delay_ms,edge_utilization,transport_utilization,wireless_utilization,solver_runtime_s,objective_value,quality_gap,constraint_violation_count,dominant_bottleneck,admission_rate,metadata
trace_replay,0,greedy,20.231131429021715,23.53584372505755,23.550425251267175,48.0,48.0,0.0,0.7722007722007723,14.0625,1.0,0.36923076923076925,0.1,8.829700527712703e-05,-21.962163742325757,0.0,0,edge,1.0,{}
trace_replay,1,greedy,21.827516146746998,28.360094424142,28.396281491427192,59.095593750000006,56.34676340090466,0.0,0.7908406669922647,14.0625,1.0,0.4545814903846154,0.1,9.050400694832206e-05,6.177847902553657,0.307187179612161,0,edge,1.0,{}
trace_replay,2,greedy,20.34744278727604,23.76382119902561,23.83837858713618,66.12802500000001,66.12802500000001,0.0,0.7837895282772019,14.0625,1.0,0.5086771153846155,0.1,9.028900240082294e-05,-16.435215863236667,0.0,0,edge,1.0,{}
trace_replay,3,greedy,21.850333727678915,28.503463580638904,28.586649572448383,70.06122890625,66.38569338830513,0.0,0.7594667768263804,14.0625,1.0,0.550945087139423,0.15,7.489000563509762e-05,8.4247009957026,0.20820354983442677,0,edge,1.0,{}
trace_replay,0,milp_exact,20.231131429021715,23.53584372505755,23.550425251267175,48.0,48.0,0.0,0.7722007722007723,14.0625,1.0,0.36923076923076925,0.1,0.008809104998363182,-21.962163742325757,,0,edge,1.0,{}
trace_replay,1,milp_exact,16.827516146746998,21.192119517903322,21.721439394944863,59.095593750000006,56.38071028282138,0.0,0.7878080260557166,9.0625,1.0,0.4545814903846154,0.1,0.009062602010089904,4.726062188267948,,0,edge,1.0,{}
trace_replay,2,milp_exact,20.34744278727604,23.76382119902561,23.83837858713618,66.12802500000001,66.12802500000001,0.0,0.7837895282772019,14.0625,1.0,0.5086771153846155,0.1,0.009040305987582542,-16.435215863236667,,0,edge,1.0,{}
trace_replay,3,milp_exact,16.850333727678915,21.061328281341844,21.543649233859092,70.06122890625,66.66309074160661,0.0,0.7551627427062143,9.0625,1.0,0.5389325300480768,0.15,0.009733497994602658,6.972915281416883,,0,edge,1.0,{}
trace_replay,0,quantum_inspired,20.231131429021715,23.53584372505755,23.550425251267175,48.0,48.0,0.0,0.7722007722007723,14.0625,1.0,0.36923076923076925,0.1,0.4726176399999531,-21.962163742325757,0.0,0,edge,1.0,{}
trace_replay,1,quantum_inspired,21.85376936420525,21.85376936420525,21.85376936420525,26.0382375,24.539367600179002,0.0,1.0,12.5,0.5,0.2503676682692308,0.05,0.4819808350002859,235.39165068490234,48.80714203660763,0,edge,0.25,{}
trace_replay,2,quantum_inspired,20.34744278727604,23.76382119902561,23.83837858713618,66.12802500000001,66.12802500000001,0.0,0.7837895282772019,14.0625,1.0,0.5086771153846155,0.1,0.544347591989208,-16.435215863236667,0.0,0,edge,1.0,{}
trace_replay,3,quantum_inspired,21.850333727678915,28.503463580638904,28.586649572448383,70.06122890625,66.38569338830513,0.0,0.7594667768263804,14.0625,1.0,0.550945087139423,0.15,0.49896927499503363,8.4247009957026,0.20820354983442677,0,edge,1.0,{}
